customer_id,credit_score_band,utilization_pct,delinquency_count_12mo,account_age_months,default_label,credit_profile_note
acct_0003587,good,0.617,3,227,0,"Good band, 61.7% utilization, 3 delinquencies, and no defaults."
acct_0003588,good,0.562,3,238,0,"Good band, 56.2% utilization, 3 delinquencies, and no defaults."
acct_0003589,good,0.529,2,231,0,"Good band, 52.9% utilization, 2 delinquencies, and no defaults."
acct_0003590,excellent,0.41,2,239,0,"Excellent band, 41.0% utilization, 2 delinquencies, and no defaults."
acct_0003591,fair,0.648,3,239,0,"Fair band with 64.8% utilization, 3 delinquencies, and no defaults."
acct_0003592,good,0.564,3,213,0,"Good band, 56.4% utilization, 3 delinquencies, and no defaults."
acct_0003593,excellent,0.487,3,238,0,"Excellent band, 48.7% utilization, 3 delinquencies, and no defaults."
acct_0003594,good,0.402,3,227,0,"Good band, 40.2% utilization, 3 delinquencies, and no defaults."
acct_0003595,good,0.342,3,220,0,"Good band, 34.2% utilization, 3 delinquencies, and no defaults."
acct_0003596,excellent,0.376,3,206,0,"Excellent band, 37.6% utilization, 3 delinquencies, and no defaults."
acct_0003597,excellent,0.503,3,235,0,"Excellent band, 50.3% utilization, 3 delinquencies, and no defaults."
acct_0003598,good,0.578,3,234,0,"Good band, 57.8% utilization, 3 delinquencies, and no defaults."
acct_0003599,good,0.616,2,239,0,"Good band, 61.6% utilization, 2 delinquencies, and no defaults."
acct_0003600,good,0.442,3,209,0,"Good band, 44.2% utilization, 3 delinquencies, and no defaults."
acct_0003601,good,0.43,2,223,0,"Good band with 43% utilization, 2 delinquencies, and no defaults."
acct_0003602,good,0.527,3,231,0,"Good band, 52.7% utilization, 3 delinquencies, and no defaults."
acct_0003603,excellent,0.406,3,227,0,"Excellent band, 40.6% utilization, 3 delinquencies, and no defaults."
acct_0003604,good,0.598,3,216,0,"Good band, 59.8% utilization, 3 delinquencies, and no defaults."
acct_0003605,fair,0.556,3,238,0,"Fair band, 55.6% utilization, 3 delinquencies, and no defaults."
acct_0003606,good,0.439,3,204,0,"Good band, 43.9% utilization, 3 delinquencies, and no defaults."
acct_0003607,excellent,0.485,3,234,0,"Excellent band, 48.5% utilization, 3 delinquencies, and no defaults."
acct_0003608,excellent,0.397,3,192,0,"Excellent band, 39.7% utilization, 3 delinquencies, and no defaults."
acct_0003609,good,0.382,2,239,0,"Good band, 38.2% utilization, 2 delinquencies, and no defaults."
acct_0003610,good,0.58,3,225,0,"Good band, 58% utilization, 3 delinquencies, and no defaults."
acct_0003611,good,0.393,3,216,0,"Good band, 39.3% utilization, 3 delinquencies, and no defaults."
acct_0003612,good,0.541,3,236,0,"Good band, 54.1% utilization, 3 delinquencies, and no defaults."
acct_0003613,good,0.514,3,237,0,"Good band, 51.4% utilization, 3 delinquencies, and no defaults."
acct_0003614,good,0.463,3,195,0,"Good band, 46.3% utilization, 3 delinquencies, and no defaults."
acct_0003615,good,0.593,3,226,0,"Good band, 59.3% utilization, 3 delinquencies, and no defaults."
acct_0003616,excellent,0.43,3,234,0,"Excellent band, 43% utilization, 3 delinquencies, and no defaults."
acct_0003617,excellent,0.387,3,213,0,"Excellent band, 38.7% utilization, 3 delinquencies, and no defaults."
acct_0003618,good,0.402,2,238,0,"Good band, 40.2% utilization, 2 delinquencies, and no defaults."
acct_0003619,excellent,0.389,3,224,0,"Excellent band, 38.9% utilization, 3 delinquencies, and no defaults."
acct_0003620,good,0.51,3,236,0,"Good band, 51% utilization, 3 delinquencies, and no defaults."
acct_0003621,good,0.542,3,232,0,"Good band, 54.2% utilization, 3 delinquencies, and no defaults."
acct_0003622,excellent,0.414,3,191,0,"Excellent band, 41.4% utilization, 3 delinquencies, and no defaults."
acct_0003623,good,0.488,3,238,0,"Good band, 48.8% utilization, 3 delinquencies, and no defaults."
acct_0003624,excellent,0.559,2,207,0,"Excellent band, 55.9% utilization, 2 delinquencies, and no defaults."
acct_0003625,excellent,0.563,3,234,0,"Excellent band, 56.3% utilization, 3 delinquencies, and no defaults."
acct_0003626,excellent,0.553,2,226,0,"Excellent band with 55.3% utilization and 2 delinquencies, no defaults."
acct_0003627,good,0.713,3,235,0,"Good band at 71.3% utilization, 3 delinquencies, no defaults."
acct_0003628,good,0.623,3,228,0,"Good band with 62.3% utilization, 3 delinquencies, no defaults."
acct_0003629,good,0.612,3,222,1,"Good band, 61.2% utilization, 3 delinquencies, one default."
acct_0003630,good,0.432,3,239,0,"Good band at 43.2% utilization, 3 delinquencies, no defaults."
acct_0003631,excellent,0.452,3,229,0,"Excellent band with 45.2% utilization, 3 delinquencies, no defaults."
acct_0003632,good,0.457,3,234,0,"Good band at 45.7% utilization, 3 delinquencies, no defaults."
acct_0003633,excellent,0.636,2,230,0,"Excellent band with 63.6% utilization and 2 delinquencies, no defaults."
acct_0003634,good,0.434,2,219,0,"Good band at 43.4% utilization, 2 delinquencies, no defaults."
acct_0003635,excellent,0.49,2,219,0,"Excellent band with 49.0% utilization, 2 delinquencies, no defaults."
acct_0003636,good,0.511,3,230,0,"Good band at 51.1% utilization, 3 delinquencies, no defaults."
acct_0003637,excellent,0.445,3,202,1,"Excellent band, 44.5% utilization, 3 delinquencies, one default."
acct_0003638,good,0.353,3,176,0,"Good band at 35.3% utilization, 3 delinquencies, no defaults."
acct_0003639,good,0.585,2,171,0,"Good band with 58.5% utilization and 2 delinquencies, no defaults."
acct_0003640,fair,0.454,3,189,0,"Fair band at 45.4% utilization, 3 delinquencies, no defaults."
acct_0003641,excellent,0.338,3,233,0,"Excellent band with 33.8% utilization, 3 delinquencies, no defaults."
acct_0003642,fair,0.469,2,214,0,"Fair band at 46.9% utilization, 2 delinquencies, no defaults."
acct_0003643,excellent,0.507,3,207,0,"Excellent band with 50.7% utilization, 3 delinquencies, no defaults."
acct_0003644,good,0.616,2,238,0,"Good band at 61.6% utilization, 2 delinquencies, no defaults."
acct_0003645,good,0.564,2,229,0,"Good band with 56.4% utilization, 2 delinquencies, no defaults."
acct_0003646,excellent,0.595,3,230,0,"Excellent band at 59.5% utilization, 3 delinquencies, no defaults."
acct_0003647,fair,0.387,3,232,0,"Fair band with 38.7% utilization, 3 delinquencies, no defaults."
acct_0003648,excellent,0.459,3,232,0,"Excellent band at 45.9% utilization, 3 delinquencies, no defaults."
acct_0003649,excellent,0.558,3,233,0,"Excellent band with 55.8% utilization, 3 delinquencies, no defaults."
acct_0003650,good,0.556,2,227,0,"Good band at 55.6% utilization, 2 delinquencies, no defaults."
acct_0003651,excellent,0.519,3,238,0,"Excellent band with 51.9% utilization, 3 delinquencies, no default."
acct_0003652,excellent,0.464,3,227,0,"Excellent band with 46.4% utilization, 3 delinquencies, no default."
acct_0003653,excellent,0.332,3,235,0,"Excellent band with 33.2% utilization, 3 delinquencies, no default."
acct_0003654,good,0.867,3,238,0,"Good band with 86.7% utilization, 3 delinquencies, no default."
acct_0003655,good,0.556,3,238,0,"Good band with 55.6% utilization, 3 delinquencies, no default."
acct_0003656,good,0.472,3,228,0,"Good band with 47.2% utilization, 3 delinquencies, no default."
acct_0003657,excellent,0.408,3,211,0,"Excellent band with 40.8% utilization, 3 delinquencies, no default."
acct_0003658,good,0.592,3,199,0,"Good band with 59.2% utilization, 3 delinquencies, no default."
acct_0003659,excellent,0.416,3,236,0,"Excellent band with 41.6% utilization, 3 delinquencies, no default."
acct_0003660,good,0.592,2,229,0,"Good band with 59.2% utilization, 2 delinquencies, no default."
acct_0003661,fair,0.432,3,181,0,"Fair band with 43.2% utilization, 3 delinquencies, no default."
acct_0003662,excellent,0.531,3,239,0,"Excellent band with 53.1% utilization, 3 delinquencies, no default."
acct_0003663,fair,0.472,3,217,0,"Fair band with 47.2% utilization, 3 delinquencies, no default."
acct_0003664,good,0.742,3,189,0,"Good band with 74.2% utilization, 3 delinquencies, no default."
acct_0003665,excellent,0.609,3,229,0,"Excellent band with 60.9% utilization, 3 delinquencies, no default."
acct_0003666,fair,0.466,2,196,0,"Fair band with 46.6% utilization, 2 delinquencies, no default."
acct_0003667,good,0.422,3,231,0,"Good band with 42.2% utilization, 3 delinquencies, no default."
acct_0003668,good,0.418,3,228,0,"Good band with 41.8% utilization, 3 delinquencies, no default."
acct_0003669,excellent,0.451,3,237,0,"Excellent band with 45.1% utilization, 3 delinquencies, no default."
acct_0003670,excellent,0.588,3,203,0,"Excellent band with 58.8% utilization, 3 delinquencies, no default."
acct_0003671,good,0.367,3,194,0,"Good band with 36.7% utilization, 3 delinquencies, no default."
acct_0003672,excellent,0.524,3,239,0,"Excellent band with 52.4% utilization, 3 delinquencies, no default."
acct_0003673,good,0.62,3,206,0,"Good band with 62.0% utilization, 3 delinquencies, no default."
acct_0003674,excellent,0.461,3,235,0,"Excellent band with 46.1% utilization, 3 delinquencies, no default."
acct_0003675,good,0.487,3,229,0,"Good band with 48.7% utilization, 3 delinquencies, no default."
acct_0003676,good,0.555,3,233,0,"Good band with 55.5% utilization, 3 delinquencies, and no defaults."
acct_0003677,fair,0.612,3,228,0,"Fair band with 61.2% utilization, 3 delinquencies, and no defaults."
acct_0003678,excellent,0.51,3,225,0,"Excellent band with 51% utilization, 3 delinquencies, and no defaults."
acct_0003679,good,0.604,2,232,0,"Good band with 60.4% utilization, 2 delinquencies, and no defaults."
acct_0003680,excellent,0.469,3,207,0,"Excellent band with 46.9% utilization, 3 delinquencies, and no defaults."
acct_0003681,fair,0.435,3,197,0,"Fair band with 43.5% utilization, 3 delinquencies, and no defaults."
acct_0003682,good,0.496,3,236,0,"Good band with 49.6% utilization, 3 delinquencies, and no defaults."
acct_0003683,fair,0.364,3,179,0,"Fair band with 36.4% utilization, 3 delinquencies, and no defaults."
acct_0003684,excellent,0.54,2,223,0,"Excellent band with 54% utilization, 2 delinquencies, and no defaults."
acct_0003685,excellent,0.424,2,232,0,"Excellent band with 42.4% utilization, 2 delinquencies, and no defaults."
acct_0003686,fair,0.529,3,203,1,"Fair band with 52.9% utilization, 3 delinquencies, and one default."
acct_0003687,excellent,0.532,3,221,0,"Excellent band with 53.2% utilization, 3 delinquencies, and no defaults."
acct_0003688,excellent,0.432,3,234,0,"Excellent band with 43.2% utilization, 3 delinquencies, and no defaults."
acct_0003689,good,0.549,2,182,0,"Good band with 54.9% utilization, 2 delinquencies, and no defaults."
acct_0003690,excellent,0.357,2,231,0,"Excellent band with 35.7% utilization, 2 delinquencies, and no defaults."
acct_0003691,excellent,0.513,3,233,0,"Excellent band with 51.3% utilization, 3 delinquencies, and no defaults."
acct_0003692,excellent,0.329,2,238,0,"Excellent band with 32.9% utilization, 2 delinquencies, and no defaults."
acct_0003693,good,0.586,3,237,0,"Good band with 58.6% utilization, 3 delinquencies, and no defaults."
acct_0003694,excellent,0.383,3,239,0,"Excellent band with 38.3% utilization, 3 delinquencies, and no defaults."
acct_0003695,fair,0.489,3,233,0,"Fair band with 48.9% utilization, 3 delinquencies, and no defaults."
acct_0003696,excellent,0.603,3,234,0,"Excellent band with 60.3% utilization, 3 delinquencies, and no defaults."
acct_0003697,good,0.638,3,201,0,"Good band with 63.8% utilization, 3 delinquencies, and no defaults."
acct_0003698,excellent,0.468,3,226,0,"Excellent band with 46.8% utilization, 3 delinquencies, and no defaults."
acct_0003699,good,0.557,3,237,0,"Good band with 55.7% utilization, 3 delinquencies, and no defaults."
acct_0003700,excellent,0.467,3,219,0,"Excellent band with 46.7% utilization, 3 delinquencies, and no defaults."
acct_0003701,good,0.403,2,193,0,"Good band, 40.3% utilization, 2 delinquencies, no default."
acct_0003702,good,0.447,3,186,0,"Good band, 44.7% utilization, 3 delinquencies, no default."
acct_0003703,excellent,0.214,3,234,0,"Excellent band, 21.4% utilization, 3 delinquencies, no default."
acct_0003704,good,0.64,3,234,0,"Good band, 64% utilization, 3 delinquencies, no default."
acct_0003705,good,0.495,3,234,0,"Good band, 49.5% utilization, 3 delinquencies, no default."
acct_0003706,good,0.474,3,225,0,"Good band, 47.4% utilization, 3 delinquencies, no default."
acct_0003707,good,0.521,2,234,0,"Good band, 52.1% utilization, 2 delinquencies, no default."
acct_0003708,excellent,0.481,3,239,0,"Excellent band, 48.1% utilization, 3 delinquencies, no default."
acct_0003709,good,0.539,3,227,0,"Good band, 53.9% utilization, 3 delinquencies, no default."
acct_0003710,excellent,0.31,2,233,0,"Excellent band, 31% utilization, 2 delinquencies, no default."
acct_0003711,excellent,0.463,3,205,0,"Excellent band, 46.3% utilization, 3 delinquencies, no default."
acct_0003712,excellent,0.692,2,220,0,"Excellent band, 69.2% utilization, 2 delinquencies, no default."
acct_0003713,excellent,0.501,3,200,0,"Excellent band, 50.1% utilization, 3 delinquencies, no default."
acct_0003714,good,0.493,3,211,0,"Good band, 49.3% utilization, 3 delinquencies, no default."
acct_0003715,excellent,0.53,3,213,0,"Excellent band, 53% utilization, 3 delinquencies, no default."
acct_0003716,excellent,0.656,3,235,0,"Excellent band, 65.6% utilization, 3 delinquencies, no default."
acct_0003717,good,0.51,3,234,1,"Good band, 51% utilization, 3 delinquencies, defaulted."
acct_0003718,good,0.298,3,157,0,"Good band, 29.8% utilization, 3 delinquencies, no default."
acct_0003719,excellent,0.474,3,228,1,"Excellent band, 47.4% utilization, 3 delinquencies, defaulted."
acct_0003720,good,0.467,3,172,0,"Good band, 46.7% utilization, 3 delinquencies, no default."
acct_0003721,good,0.594,3,206,0,"Good band, 59.4% utilization, 3 delinquencies, no default."
acct_0003722,good,0.541,3,239,0,"Good band, 54.1% utilization, 3 delinquencies, no default."
acct_0003723,excellent,0.52,3,238,0,"Excellent band, 52% utilization, 3 delinquencies, no default."
acct_0003724,good,0.458,3,230,0,"Good band, 45.8% utilization, 3 delinquencies, no default."
acct_0003725,excellent,0.611,2,190,0,"Excellent band, 61.1% utilization, 2 delinquencies, no default."
acct_0003726,good,0.548,3,229,0,"Good band, 54.8% utilization, 3 delinquencies, no default."
acct_0003727,excellent,0.375,3,221,0,"Excellent band, 37.5% utilization, 3 delinquencies, no default."
acct_0003728,good,0.44,3,236,0,"Good band, 44.0% utilization, 3 delinquencies, no default."
acct_0003729,good,0.55,2,234,0,"Good band, 55.0% utilization, 2 delinquencies, no default."
acct_0003730,good,0.483,2,236,0,"Good band, 48.3% utilization, 2 delinquencies, no default."
acct_0003731,good,0.547,3,222,0,"Good band, 54.7% utilization, 3 delinquencies, no default."
acct_0003732,excellent,0.474,3,227,0,"Excellent band, 47.4% utilization, 3 delinquencies, no default."
acct_0003733,excellent,0.289,3,206,0,"Excellent band, 28.9% utilization, 3 delinquencies, no default."
acct_0003734,excellent,0.555,2,99,0,"Excellent band, 55.5% utilization, 2 delinquencies, no default."
acct_0003735,good,0.401,3,233,0,"Good band, 40.1% utilization, 3 delinquencies, no default."
acct_0003736,excellent,0.516,3,229,0,"Excellent band, 51.6% utilization, 3 delinquencies, no default."
acct_0003737,excellent,0.449,3,211,0,"Excellent band, 44.9% utilization, 3 delinquencies, no default."
acct_0003738,good,0.492,3,228,0,"Good band, 49.2% utilization, 3 delinquencies, no default."
acct_0003739,good,0.429,3,238,0,"Good band, 42.9% utilization, 3 delinquencies, no default."
acct_0003740,good,0.33,3,218,0,"Good band, 33.0% utilization, 3 delinquencies, no default."
acct_0003741,good,0.662,2,194,0,"Good band, 66.2% utilization, 2 delinquencies, no default."
acct_0003742,good,0.629,2,238,0,"Good band, 62.9% utilization, 2 delinquencies, no default."
acct_0003743,fair,0.496,3,227,0,"Fair band, 49.6% utilization, 3 delinquencies, no default."
acct_0003744,excellent,0.52,2,234,0,"Excellent band, 52.0% utilization, 2 delinquencies, no default."
acct_0003745,excellent,0.497,3,208,0,"Excellent band, 49.7% utilization, 3 delinquencies, no default."
acct_0003746,excellent,0.426,2,218,0,"Excellent band, 42.6% utilization, 2 delinquencies, no default."
acct_0003747,good,0.447,2,231,0,"Good band, 44.7% utilization, 2 delinquencies, no default."
acct_0003748,good,0.591,3,228,0,"Good band, 59.1% utilization, 3 delinquencies, no default."
acct_0003749,good,0.468,3,214,0,"Good band, 46.8% utilization, 3 delinquencies, no default."
acct_0003750,excellent,0.358,3,172,0,"Excellent band, 35.8% utilization, 3 delinquencies, no default."
acct_0003751,excellent,0.482,3,236,0,"Excellent band, 48.2% utilization, 3 delinquencies, no default."
acct_0003752,good,0.663,3,219,0,"Good band, 66.3% utilization, 3 delinquencies, no default."
acct_0003753,good,0.378,2,119,0,"Good band, 37.8% utilization, 2 delinquencies, no default."
acct_0003754,excellent,0.575,3,238,0,"Excellent band, 57.5% utilization, 3 delinquencies, no default."
acct_0003755,good,0.648,3,216,0,"Good band, 64.8% utilization, 3 delinquencies, no default."
acct_0003756,good,0.687,3,238,0,"Good band, 68.7% utilization, 3 delinquencies, no default."
acct_0003757,good,0.534,2,205,0,"Good band, 53.4% utilization, 2 delinquencies, no default."
acct_0003758,fair,0.386,3,229,0,"Fair band, 38.6% utilization, 3 delinquencies, no default."
acct_0003759,excellent,0.323,2,221,0,"Excellent band, 32.3% utilization, 2 delinquencies, no default."
acct_0003760,excellent,0.474,3,204,0,"Excellent band, 47.4% utilization, 3 delinquencies, no default."
acct_0003761,fair,0.482,3,226,0,"Fair band, 48.2% utilization, 3 delinquencies, no default."
acct_0003762,good,0.508,3,217,0,"Good band, 50.8% utilization, 3 delinquencies, no default."
acct_0003763,excellent,0.417,3,230,0,"Excellent band, 41.7% utilization, 3 delinquencies, no default."
acct_0003764,excellent,0.313,2,182,0,"Excellent band, 31.3% utilization, 2 delinquencies, no default."
acct_0003765,fair,0.528,3,197,0,"Fair band, 52.8% utilization, 3 delinquencies, no default."
acct_0003766,good,0.579,3,236,0,"Good band, 57.9% utilization, 3 delinquencies, no default."
acct_0003767,good,0.672,2,233,0,"Good band, 67.2% utilization, 2 delinquencies, no default."
acct_0003768,good,0.387,3,211,0,"Good band, 38.7% utilization, 3 delinquencies, no default."
acct_0003769,excellent,0.624,3,232,0,"Excellent band, 62.4% utilization, 3 delinquencies, no default."
acct_0003770,good,0.48,3,210,0,"Good band, 48.0% utilization, 3 delinquencies, no default."
acct_0003771,good,0.631,3,236,0,"Good band, 63.1% utilization, 3 delinquencies, no default."
acct_0003772,excellent,0.633,3,239,0,"Excellent band, 63.3% utilization, 3 delinquencies, no default."
acct_0003773,good,0.54,3,192,0,"Good band, 54.0% utilization, 3 delinquencies, no default."
acct_0003774,excellent,0.568,3,235,0,"Excellent band, 56.8% utilization, 3 delinquencies, no default."
acct_0003775,excellent,0.28,3,225,0,"Excellent band, 28.0% utilization, 3 delinquencies, no default."
acct_0003776,good,0.607,3,212,0,"Good band with 60.7% utilization, 3 delinquencies, and no defaults."
acct_0003777,excellent,0.377,3,228,0,"Excellent band with 37.7% utilization, 3 delinquencies, and no defaults."
acct_0003778,excellent,0.404,3,170,0,"Excellent band with 40.4% utilization, 3 delinquencies, and no defaults."
acct_0003779,good,0.361,3,237,0,"Good band with 36.1% utilization, 3 delinquencies, and no defaults."
acct_0003780,excellent,0.452,3,232,1,"Excellent band with 45.2% utilization, 3 delinquencies, but defaulted."
acct_0003781,good,0.739,2,211,0,"Good band with 73.9% utilization, 2 delinquencies, and no defaults."
acct_0003782,good,0.612,2,236,0,"Good band with 61.2% utilization, 2 delinquencies, and no defaults."
acct_0003783,good,0.642,3,219,0,"Good band with 64.2% utilization, 3 delinquencies, and no defaults."
acct_0003784,good,0.509,3,204,0,"Good band with 50.9% utilization, 3 delinquencies, and no defaults."
acct_0003785,excellent,0.467,3,217,0,"Excellent band with 46.7% utilization, 3 delinquencies, and no defaults."
acct_0003786,excellent,0.463,3,178,0,"Excellent band with 46.3% utilization, 3 delinquencies, and no defaults."
acct_0003787,good,0.208,2,220,0,"Good band with 20.8% utilization, 2 delinquencies, and no defaults."
acct_0003788,excellent,0.552,2,238,0,"Excellent band with 55.2% utilization, 2 delinquencies, and no defaults."
acct_0003789,good,0.565,3,236,0,"Good band with 56.5% utilization, 3 delinquencies, and no defaults."
acct_0003790,fair,0.739,3,187,0,"Fair band with 73.9% utilization, 3 delinquencies, and no defaults."
acct_0003791,excellent,0.369,3,232,0,"Excellent band with 36.9% utilization, 3 delinquencies, and no defaults."
acct_0003792,good,0.639,3,234,0,"Good band with 63.9% utilization, 3 delinquencies, and no defaults."
acct_0003793,fair,0.594,3,196,1,"Fair band with 59.4% utilization, 3 delinquencies, but defaulted."
acct_0003794,excellent,0.538,3,202,0,"Excellent band with 53.8% utilization, 3 delinquencies, and no defaults."
acct_0003795,excellent,0.56,3,236,0,"Excellent band with 56.0% utilization, 3 delinquencies, and no defaults."
acct_0003796,good,0.46,2,180,0,"Good band with 46.0% utilization, 2 delinquencies, and no defaults."
acct_0003797,excellent,0.411,3,235,0,"Excellent band with 41.1% utilization, 3 delinquencies, and no defaults."
acct_0003798,poor,0.593,3,231,1,"Poor band with 59.3% utilization, 3 delinquencies, but defaulted."
acct_0003799,excellent,0.29,3,183,0,"Excellent band with 29.0% utilization, 3 delinquencies, and no defaults."
acct_0003800,good,0.501,3,231,0,"Good band with 50.1% utilization, 3 delinquencies, and no defaults."
acct_0003801,excellent,0.377,3,230,0,"Excellent band, 37.7% utilization, 3 delinquencies, no default."
acct_0003802,excellent,0.574,3,237,0,"Excellent band, 57.4% utilization, 3 delinquencies, no default."
acct_0003803,fair,0.716,2,228,0,"Fair band, 71.6% utilization, 2 delinquencies, no default."
acct_0003804,good,0.486,3,216,0,"Good band, 48.6% utilization, 3 delinquencies, no default."
acct_0003805,excellent,0.455,3,237,0,"Excellent band, 45.5% utilization, 3 delinquencies, no default."
acct_0003806,excellent,0.342,3,237,0,"Excellent band, 34.2% utilization, 3 delinquencies, no default."
acct_0003807,good,0.511,1,239,0,"Good band, 51.1% utilization, 1 delinquency, no default."
acct_0003808,good,0.453,3,215,0,"Good band, 45.3% utilization, 3 delinquencies, no default."
acct_0003809,excellent,0.559,2,220,0,"Excellent band, 55.9% utilization, 2 delinquencies, no default."
acct_0003810,good,0.453,3,230,0,"Good band, 45.3% utilization, 3 delinquencies, no default."
acct_0003811,excellent,0.515,3,231,0,"Excellent band, 51.5% utilization, 3 delinquencies, no default."
acct_0003812,good,0.503,2,225,0,"Good band, 50.3% utilization, 2 delinquencies, no default."
acct_0003813,excellent,0.43,3,237,0,"Excellent band, 43.0% utilization, 3 delinquencies, no default."
acct_0003814,excellent,0.43,2,227,0,"Excellent band, 43.0% utilization, 2 delinquencies, no default."
acct_0003815,good,0.567,3,236,0,"Good band, 56.7% utilization, 3 delinquencies, no default."
acct_0003816,excellent,0.368,3,226,0,"Excellent band, 36.8% utilization, 3 delinquencies, no default."
acct_0003817,fair,0.332,2,225,0,"Fair band, 33.2% utilization, 2 delinquencies, no default."
acct_0003818,fair,0.535,3,212,0,"Fair band, 53.5% utilization, 3 delinquencies, no default."
acct_0003819,excellent,0.519,3,234,0,"Excellent band, 51.9% utilization, 3 delinquencies, no default."
acct_0003820,good,0.554,2,236,0,"Good band, 55.4% utilization, 2 delinquencies, no default."
acct_0003821,excellent,0.561,3,233,0,"Excellent band, 56.1% utilization, 3 delinquencies, no default."
acct_0003822,good,0.514,3,213,0,"Good band, 51.4% utilization, 3 delinquencies, no default."
acct_0003823,good,0.712,3,230,0,"Good band, 71.2% utilization, 3 delinquencies, no default."
acct_0003824,good,0.278,2,219,0,"Good band, 27.8% utilization, 2 delinquencies, no default."
acct_0003825,fair,0.585,3,229,1,"Fair band, 58.5% utilization, 3 delinquencies, defaulted."
acct_0003826,fair,0.673,3,178,0,"Customer 3825 has fair credit, 67.3% utilization, 3 delinquencies, and has not defaulted."
acct_0003827,good,0.48,3,195,0,"Customer 3826 is in good standing with 48% utilization, 3 delinquencies, and no defaults."
acct_0003828,good,0.539,3,192,0,"Customer 3827 maintains good credit, 53.9% utilization, 3 delinquencies, and has not defaulted."
acct_0003829,good,0.55,2,171,0,"Customer 3828 is good with 55% utilization, 2 delinquencies, and has not defaulted."
acct_0003830,good,0.457,3,225,0,"Customer 3829 shows good credit, 45.7% utilization, 3 delinquencies, and has not defaulted."
acct_0003831,excellent,0.328,3,235,0,"Customer 3830 is excellent with 32.8% utilization, 3 delinquencies, and has not defaulted."
acct_0003832,good,0.559,3,225,0,"Customer 3831 is good with 55.9% utilization, 3 delinquencies, and has not defaulted."
acct_0003833,excellent,0.354,3,217,0,"Customer 3832 has excellent credit, 35.4% utilization, 3 delinquencies, and has not defaulted."
acct_0003834,excellent,0.592,2,233,0,"Customer 3833 maintains excellent credit, 59.2% utilization, 2 delinquencies, and has not defaulted."
acct_0003835,excellent,0.568,3,226,0,"Customer 3834 is excellent with 56.8% utilization, 3 delinquencies, and has not defaulted."
acct_0003836,good,0.682,3,208,0,"Customer 3835 has good credit, 68.2% utilization, 3 delinquencies, and has not defaulted."
acct_0003837,good,0.29,3,236,0,"Customer 3836 is good with 29% utilization, 3 delinquencies, and has not defaulted."
acct_0003838,excellent,0.696,3,236,0,"Customer 3837 is excellent with 69.6% utilization, 3 delinquencies, and has not defaulted."
acct_0003839,good,0.349,3,215,0,"Customer 3838 maintains good credit, 34.9% utilization, 3 delinquencies, and has not defaulted."
acct_0003840,good,0.448,3,171,0,"Customer 3839 has good credit, 44.8% utilization, 3 delinquencies, and has not defaulted."
acct_0003841,good,0.687,3,234,0,"Customer 3840 is good with 68.7% utilization, 3 delinquencies, and has not defaulted."
acct_0003842,excellent,0.384,3,238,0,"Customer 3841 is excellent with 38.4% utilization, 3 delinquencies, and has not defaulted."
acct_0003843,fair,0.387,3,163,0,"Customer 3842 has fair credit, 38.7% utilization, 3 delinquencies, and has not defaulted."
acct_0003844,excellent,0.608,3,230,0,"Customer 3843 is excellent with 60.8% utilization, 3 delinquencies, and has not defaulted."
acct_0003845,good,0.435,3,176,0,"Customer 3844 maintains good credit, 43.5% utilization, 3 delinquencies, and has not defaulted."
acct_0003846,good,0.478,3,226,0,"Customer 3845 shows good credit, 47.8% utilization, 3 delinquencies, and has not defaulted."
acct_0003847,good,0.621,3,236,0,"Customer 3846 is good with 62.1% utilization, 3 delinquencies, and has not defaulted."
acct_0003848,fair,0.543,2,201,0,"Customer 3847 has fair credit, 54.3% utilization, 2 delinquencies, and has not defaulted."
acct_0003849,fair,0.6,3,235,0,"Customer 3848 is fair with 60% utilization, 3 delinquencies, and has not defaulted."
acct_0003850,good,0.709,2,202,0,"Customer 3849 maintains good credit, 70.9% utilization, 2 delinquencies, and has not defaulted."
acct_0003851,good,0.626,3,188,0,"Good band, 62.6% utilization, 3 delinquencies, no default."
acct_0003852,fair,0.459,2,41,0,"Fair band, 45.9% utilization, 2 delinquencies, no default."
acct_0003853,good,0.402,2,227,0,"Good band, 40.2% utilization, 2 delinquencies, no default."
acct_0003854,good,0.616,3,232,0,"Good band, 61.6% utilization, 3 delinquencies, no default."
acct_0003855,excellent,0.665,3,232,0,"Excellent band, 66.5% utilization, 3 delinquencies, no default."
acct_0000001,good,0.54,2,231,0,"Good band, 54% utilization, 2 delinquencies, no default."
acct_0000002,poor,0.522,3,190,0,"Poor band, 52% utilization, 3 delinquencies, no default."
acct_0000003,excellent,0.52,2,179,0,"Excellent band, 52% utilization, 2 delinquencies, no default."
acct_0000004,good,0.479,3,228,0,"Good band, 48% utilization, 3 delinquencies, no default."
acct_0000005,fair,0.572,3,216,0,"Fair band, 57% utilization, 3 delinquencies, no default."
acct_0000006,excellent,0.536,2,239,0,"Excellent band, 54% utilization, 2 delinquencies, no default."
acct_0000007,excellent,0.693,3,220,0,"Excellent band, 69% utilization, 3 delinquencies, no default."
acct_0000008,fair,0.34,3,231,0,"Fair band, 34% utilization, 3 delinquencies, no default."
acct_0000009,excellent,0.584,1,211,0,"Excellent band, 58% utilization, 1 delinquency, no default."
acct_0000010,good,0.66,3,187,0,"Good band, 66% utilization, 3 delinquencies, no default."
