ft_case_id,transaction_id,account_num,loss_dt,reported_dt,fraud_type_cd,gross_fraud_amt,merchant_credit_amt,net_fraud_amt,chargeback_amt,chargeback_cnt,total_transaction_cnt,external_status_desc,case_narrative,loss_type_desc
case_0000543,txn_00016966,acct_0000756,2026-02-17,2026-03-02,CNP,343.82,174.2,169.62,15.14,0,2,Fraudulent Activity - Account Suspended,"Investigation launched after a $3,600 overseas purchase in Hong Kong flagged as counterfeit; card traced back to a data breach.",Recovered
case_0000544,txn_00016976,acct_0004995,2026-03-26,2026-04-09,FPF,188.98,34.46,154.52,31.11,0,10,Fraud Case Resolved - Account Restored,"Victim in Chile reported account takeover; $1,200 in digital currency stolen through compromised credentials.",Net
case_0000545,txn_00017009,acct_0003992,2026-02-17,2026-03-03,CNP,275.66,154.37,121.29,138.62,2,8,Fraud Review Completed - No Action Needed,"A $1,200 purchase at a luxury goods website was flagged as fraudulent, linked to a stolen card reported by a resident in New York.",Recovered
case_0000546,txn_00017011,acct_0001681,2026-03-04,2026-03-23,BUS,86.79,39.88,46.91,23.91,3,11,Fraud Confirmed - No Chargeback Filed,A customer in Canada reported a stolen card used for a $250 purchase at a local electronics store after losing it during a trip.,Gross
case_0000547,txn_00017038,acct_0000682,2026-01-19,2026-02-02,CNP,61.66,2.6,59.06,37.59,3,2,Fraud Review Completed - No Action Needed,"Detected a $3,200 overseas purchase from a counterfeit card in London, traced to an online data breach affecting multiple accounts.",Gross
case_0000548,txn_00017062,acct_0001889,2026-03-10,2026-03-23,CNP,228.49,43.28,185.21,152.77,3,2,Fraud Investigation - Awaiting Customer Response,Victim in Saudi Arabia reported a SIM swap; $800 drained via online banking transactions.,Gross
case_0000549,txn_00017070,acct_0004316,2026-02-18,2026-03-07,FPF,475.07,261.03,214.04,214.16,2,6,Fraud Review Completed - No Action Needed,Account takeover in Florida; hackers purchased $500 in gift cards after intercepting account recovery emails.,Recovered
case_0000550,txn_00017084,acct_0001642,2026-02-18,2026-03-06,ATO,104.78,15.32,89.46,1.88,0,6,Confirmed Fraud - Chargeback Filed,"The cardholder in Australia discovered a $600 charge at an overseas retailer, claiming their card was lost during a recent business trip.",Recovered
case_0000551,txn_00017109,acct_0002018,2026-02-17,2026-03-01,LST,99.96,22.28,77.68,22.39,1,11,Fraud Investigation - Awaiting Customer Response,"Investigated $250 online transaction for health supplements from a retailer in India, linked to a card that was recently involved in a data breach.",Net
case_0000552,txn_00017150,acct_0004783,2026-02-26,2026-03-13,CNP,92.42,45.07,47.35,50.71,2,1,Fraud Case Resolved - Account Restored,"Investigated $250 online transaction for health supplements from a retailer in India, linked to a card that was recently involved in a data breach.",Net
case_0000553,txn_00017154,acct_0000415,2026-03-13,2026-03-26,BUS,1320.19,341.28,978.91,979.06,2,4,Fraudulent Transaction - Account Closed,Detected a $500 transaction in Atlanta from a counterfeit card; linked to a skimming device found on a nearby ATM.,Gross
case_0000554,txn_00017185,acct_0004741,2026-01-19,2026-01-29,ATO,130.97,64.71,66.26,90.44,0,2,Fraud Investigation - Awaiting Customer Response,"Fraudulent access reported in Mexico; $1,000 transferred to a fake vendor after SIM swap completed.",Gross
case_0000555,txn_00017214,acct_0003999,2026-03-10,2026-03-19,ATO,191.57,96.89,94.68,4.4,3,6,Suspicious Activity - Temporary Hold Placed,"A $1,800 skimming incident was detected at a gas station in California; surveillance footage revealed a hidden device on the card reader.",Gross
case_0000556,txn_00017241,acct_0003184,2026-03-05,2026-03-20,BUS,508.9,293.54,215.36,391.1,1,8,Confirmed Fraud - Chargeback Filed,An unauthorized charge of $250 at a gas station in New Mexico was traced to a stolen card reported by a customer traveling in Europe.,Recovered
case_0000557,txn_00017242,acct_0004504,2026-02-19,2026-02-26,CTF,117.04,31.98,85.06,68.2,1,8,Fraud Alert - Transaction Declined,"A customer reported their card lost while in Paris, later discovering a $600 charge at a luxury boutique made without their authorization.",Net
case_0000558,txn_00017293,acct_0002571,2026-03-04,2026-03-12,LST,18.26,6.16,12.1,15.76,0,3,Fraudulent Activity - Account Suspended,"Opened investigation for $300 online purchase of jewelry from a retailer in Dubai, linked to a card reported lost in Australia.",Gross
case_0000559,txn_00017303,acct_0001717,2026-01-21,2026-01-24,LST,40.87,6.66,34.21,27.38,1,9,Fraudulent Transaction - Account Closed,"Uncovered a $1,500 online jewelry purchase in Italy, linked to a scheme involving stolen identities and first-party fraud.",Recovered
case_0000560,txn_00017349,acct_0004472,2026-03-13,2026-03-29,ATO,126.02,56.71,69.31,27.87,0,9,Fraud Confirmed - No Chargeback Filed,"A cardholder in Florida flagged a $700 transaction in a local shop as fraudulent, linked to a card reported lost while vacationing in the Bahamas.",Net
case_0000561,txn_00017370,acct_0000330,2026-03-12,2026-03-14,ATO,21.85,10.46,11.39,6.46,0,2,Fraud Review Completed - No Action Needed,"Identified a $4,500 withdrawal from an ATM in Dubai, connected to a bust-out scheme involving compromised personal information.",Recovered
case_0000562,txn_00017384,acct_0000587,2026-03-01,2026-03-20,FPF,158.45,20.64,137.81,118.83,1,3,Confirmed Fraud - Refund Process Initiated,"A stolen card was used for a $450 purchase at a hotel in Dubai, reported lost by a cardholder from New York shortly before the charge.",Recovered
case_0000563,txn_00017411,acct_0002117,2026-01-31,2026-02-18,CNP,376.32,13.29,363.03,336.97,0,4,Fraud Case Resolved - Account Restored,The investigation into a $350 charge at a cafe in Toronto revealed it was linked to a stolen card reported lost by a customer in Ohio.,Net
case_0000564,txn_00017415,acct_0004896,2026-03-01,2026-03-06,LST,180.24,74.37,105.87,129.33,0,9,Potential Fraud - Customer Contacted,"A customer in Texas reported a $500 charge at an online marketplace as fraudulent, related to a card lost during an overseas trip.",Recovered
case_0000565,txn_00017545,acct_0000757,2026-03-13,2026-03-26,BUS,89.84,11.61,78.23,72.52,0,2,Fraud Confirmed - No Chargeback Filed,"Fraudulent SIM swap reported in Thailand; $1,600 transferred to an unknown account within minutes.",Net
case_0000566,txn_00017608,acct_0004245,2026-02-17,2026-02-26,BUS,381.3,133.49,247.81,136.71,1,9,Fraud Investigation - Awaiting Customer Response,"Victim in Chile reported account takeover; $1,200 in digital currency stolen through compromised credentials.",Recovered
case_0000567,txn_00017642,acct_0001758,2026-01-12,2026-01-25,CTF,67.09,11.1,55.99,16.24,1,5,Suspicious Activity - Temporary Hold Placed,"Uncovered $60 unauthorized online transaction for gaming credits in Japan, associated with a cardholder's account breached in a phishing scam.",Net
case_0000568,txn_00017645,acct_0004458,2026-03-10,2026-03-12,CNP,83.43,23.58,59.85,59.34,2,3,Fraud Review Completed - No Action Needed,A customer in Canada reported a stolen card used for a $250 purchase at a local electronics store after losing it during a trip.,Gross
case_0000569,txn_00017650,acct_0000747,2026-01-14,2026-02-02,BUS,308.41,98.31,210.1,2.95,2,7,Confirmed Fraud - Chargeback Filed,"Uncovered $175 purchase of sports equipment from an e-commerce site in Australia, associated with a credit card reported stolen in the U.S.",Recovered
case_0000570,txn_00017663,acct_0004636,2026-03-27,2026-04-13,BUS,193.98,57.32,136.66,60.19,0,4,Fraud Investigation - Awaiting Customer Response,A customer in Canada reported a stolen card used for a $250 purchase at a local electronics store after losing it during a trip.,Net
case_0000571,txn_00017746,acct_0000645,2026-01-11,2026-01-28,CTF,230.75,73.43,157.32,172.31,2,10,Fraud Review Completed - No Action Needed,"Account takeover reported in California; unauthorized purchase of $2,500 made online using stolen credentials from a phishing attack.",Gross
case_0000572,txn_00017773,acct_0001646,2026-03-27,2026-03-29,CTF,144.69,32.41,112.28,77.13,1,9,Fraud Suspected - Investigation Ongoing,A fraudulent $900 transaction at a Miami retail outlet was traced back to a skimming device found on the ATM used by several victims.,Net
case_0000573,txn_00017913,acct_0004128,2026-02-17,2026-03-09,ATO,232.47,20.12,212.35,188.59,0,6,Fraud Alert - Transaction Declined,"A $950 transaction flagged in New Orleans, linked to a local skimming operation that affected several cardholders in the area.",Net
case_0000574,txn_00017920,acct_0000027,2026-01-04,2026-01-23,CNP,55.57,28.15,27.42,5.5,1,3,Fraud Case Resolved - Account Restored,"Uncovered a $1,500 online jewelry purchase in Italy, linked to a scheme involving stolen identities and first-party fraud.",Gross
case_0000575,txn_00017937,acct_0000965,2026-01-20,2026-02-07,ATO,247.24,126.87,120.37,207.52,0,10,Fraud Case Resolved - Account Restored,Victim in Saudi Arabia reported a SIM swap; $800 drained via online banking transactions.,Gross
case_0000576,txn_00017945,acct_0004040,2026-01-28,2026-02-09,CNP,114.32,68.35,45.97,55.97,3,1,Potential Fraud - Customer Contacted,"A customer in Texas reported a $500 charge at an online marketplace as fraudulent, related to a card lost during an overseas trip.",Net
case_0000577,txn_00018039,acct_0002783,2026-02-16,2026-02-19,ATO,240.14,8.68,231.46,196.98,2,1,Fraud Alert - Transaction Declined,"Found $80 charge for digital subscription service in South Africa, linked to a cardholder's account breached during a public Wi-Fi session.",Gross
case_0000578,txn_00018042,acct_0002024,2026-01-20,2026-02-02,CNP,182.27,89.13,93.14,23.98,2,7,Confirmed Fraud - Refund Process Initiated,The investigation into a $350 charge at a cafe in Toronto revealed it was linked to a stolen card reported lost by a customer in Ohio.,Gross
case_0000579,txn_00018111,acct_0003201,2026-01-20,2026-01-31,LST,18.99,2.25,16.74,4.55,2,10,Fraud Review Completed - No Action Needed,"Victim in Chile reported account takeover; $1,200 in digital currency stolen through compromised credentials.",Gross
case_0000580,txn_00018152,acct_0000341,2026-03-26,2026-04-03,ATO,33.31,10.46,22.85,25.06,1,3,Fraud Review Completed - No Action Needed,"Investigation launched after a $4,500 purchase in Paris flagged as counterfeit; cardholder reported previous unauthorized transactions.",Recovered
case_0000581,txn_00018173,acct_0003037,2026-01-19,2026-01-21,LST,306.12,1.33,304.79,79.63,2,11,Suspicious Activity - Temporary Hold Placed,"Found $80 charge for digital subscription service in South Africa, linked to a cardholder's account breached during a public Wi-Fi session.",Gross
case_0000582,txn_00018197,acct_0003743,2026-02-17,2026-02-19,ATO,123.82,11.12,112.7,0.81,2,4,Confirmed Fraud - Refund Process Initiated,"Investigation initiated for $250 e-commerce purchase of cosmetics from an online store in Spain, traced to a compromised credit card in Mexico.",Gross
case_0000583,txn_00018213,acct_0001672,2026-02-20,2026-02-21,FPF,185.9,27.21,158.69,102.44,0,6,Fraud Review Completed - No Action Needed,"UK resident experienced account takeover; $3,000 in luxury goods purchased online after personal information was compromised via data breach.",Net
case_0000584,txn_00018252,acct_0001507,2026-03-06,2026-03-24,CNP,57.49,5.43,52.06,44.36,3,1,Fraud Case Resolved - Account Restored,A $900 charge in Amsterdam linked to a counterfeit card; associated with a major skimming incident reported by multiple victims.,Net
case_0000585,txn_00018257,acct_0000779,2026-02-18,2026-03-03,CNP,65.21,23.76,41.45,1.02,3,6,Confirmed Fraud - Chargeback Filed,Fraud case in South Africa; account takeover led to $650 in online shopping before detection.,Net
case_0000586,txn_00018276,acct_0003550,2026-01-30,2026-02-08,FPF,9645.89,1511.86,8134.03,2485.02,0,5,Fraudulent Activity - Account Suspended,"Investigation initiated for $250 charge on travel site in New Zealand, originating from a card reported lost in the U.K.",Net
case_0000587,txn_00018303,acct_0003748,2026-02-19,2026-03-10,CTF,151.4,16.12,135.28,40.21,1,2,Fraud Alert - Transaction Declined,"A $3,000 transaction in Rome linked to a counterfeit card; investigation revealed a widespread skimming operation across Europe.",Gross
case_0000588,txn_00018385,acct_0000908,2026-01-19,2026-02-04,CTF,138.28,9.44,128.84,73.07,0,6,Fraud Case Resolved - Account Restored,A $750 transaction in Boston identified as fraudulent after customer complaints of a skimming device at a nearby ATM.,Gross
case_0000589,txn_00018390,acct_0001534,2026-02-19,2026-03-04,FPF,56.44,20.66,35.78,26.18,3,10,Confirmed Fraud - Refund Process Initiated,"Detected $600 fraudulent charge for vacation rental in Greece, traced back to a cardholder's account compromised during a prior data breach.",Net
case_0000590,txn_00018424,acct_0000272,2026-03-20,2026-03-22,BUS,207.17,53.08,154.09,52.21,2,11,Confirmed Fraud - Refund Process Initiated,"Reviewed a $2,000 transaction for high-end fashion in the UK, suspected to be part of a first-party fraud pattern.",Net
case_0000591,txn_00018446,acct_0002963,2026-03-14,2026-03-31,FPF,404.74,131.25,273.49,192.08,3,3,Fraudulent Transaction - Account Closed,"Uncovered a $1,500 online jewelry purchase in Italy, linked to a scheme involving stolen identities and first-party fraud.",Gross
case_0000592,txn_00018459,acct_0000587,2026-02-17,2026-02-20,LST,82.58,11.68,70.9,29.35,1,11,Fraud Review Completed - No Action Needed,"Investigator flagged a $2,500 transaction at a New York electronics store, linked to a counterfeit card from a stolen batch, and reported for further review.",Net
case_0000593,txn_00018479,acct_0000969,2026-01-08,2026-01-17,FPF,333.81,165.41,168.4,209.59,1,10,Fraud Case Resolved - Account Restored,"A $1,200 purchase at a luxury goods website was flagged as fraudulent, linked to a stolen card reported by a resident in New York.",Net
case_0000594,txn_00018586,acct_0003262,2026-03-11,2026-03-14,CTF,94.46,11.26,83.2,6.86,2,7,Suspicious Activity - Temporary Hold Placed,"Fraud alert in Russia; $2,800 stolen after an account takeover led to multiple unauthorized withdrawals.",Gross
case_0000595,txn_00018625,acct_0004422,2026-01-25,2026-02-08,BUS,256.97,94.72,162.25,229.73,1,3,Fraudulent Activity - Account Suspended,"A $2,800 overseas charge from a counterfeit card in Dubai prompted an investigation into a local skimming operation.",Recovered
case_0000596,txn_00018670,acct_0001335,2026-01-07,2026-01-10,BUS,24.42,13.6,10.82,4.37,1,9,Potential Fraud - Customer Contacted,"Reported $400 purchase of electronics from a U.S. retailer, traced to an overseas IP address in Nigeria, indicating potential carding activity.",Gross
case_0000597,txn_00018684,acct_0004288,2026-02-18,2026-02-18,LST,838.91,370.69,468.22,590.03,1,9,Fraud Confirmed - No Chargeback Filed,"A $1,700 transaction in Lisbon traced back to counterfeit cards; investigation revealed a local syndicate involved in skimming activities.",Net
case_0000598,txn_00018790,acct_0000166,2026-02-17,2026-03-05,FPF,99.69,52.35,47.34,50.95,2,2,Confirmed Fraud - Refund Process Initiated,Fraud case in South Africa; account takeover led to $650 in online shopping before detection.,Gross
case_0000599,txn_00018814,acct_0003090,2026-01-19,2026-01-30,FPF,15.1,7.63,7.47,12.07,0,2,Fraud Confirmed - No Chargeback Filed,"A customer in Brazil flagged a $400 charge at a local supermarket as fraudulent, linked to a lost card reported during their travels.",Recovered
case_0000600,txn_00018820,acct_0003034,2026-02-11,2026-02-12,LST,267.54,32.76,234.78,143.3,2,5,Fraud Review Completed - No Action Needed,"A $350 charge at a bar in the Bahamas was linked to a stolen card reported by a traveler from New York, who lost it during the trip.",Recovered
case_0001201,txn_00039664,acct_0001606,2026-01-19,2026-02-04,CTF,1277.68,301.68,976,91.54,3,4,Confirmed Fraud - Refund Process Initiated,"A customer in New Jersey reported a lost card, later finding unauthorized charges totaling $400 at an online retailer based in Canada.",Gross
case_0001202,txn_00039733,acct_0001215,2026-01-20,2026-02-08,ATO,306.74,130.27,176.47,189.78,3,3,Fraud Case Resolved - Account Restored,"Account takeover in Australia; $1,500 spent on gaming subscriptions after the victim's email was hacked.",Net
case_0001203,txn_00039734,acct_0002109,2026-03-13,2026-03-13,FPF,106.23,49.94,56.29,79.11,0,6,Suspicious Activity - Temporary Hold Placed,"Account takeover reported in California; unauthorized purchase of $2,500 made online using stolen credentials from a phishing attack.",Gross
case_0001204,txn_00039740,acct_0004440,2026-03-30,2026-04-09,CNP,176.48,18.49,157.99,28.4,3,11,Fraud Review Completed - No Action Needed,"Investigation launched after a $3,600 overseas purchase in Hong Kong flagged as counterfeit; card traced back to a data breach.",Gross
case_0001205,txn_00039785,acct_0001296,2026-02-25,2026-03-15,LST,147.2,10.96,136.24,130.17,3,7,Fraud Investigation - Awaiting Customer Response,"Detected $500 online purchase for home appliances from a retailer in Germany, originating from a card reported stolen in Canada.",Recovered
case_0001206,txn_00039805,acct_0003023,2026-02-20,2026-03-06,FPF,1234.86,732.63,502.23,1092.97,1,11,Fraud Investigation - Awaiting Customer Response,"Account takeover in Virginia; $1,600 taken via unauthorized credit card purchases after successful phishing attack.",Net
case_0001207,txn_00039844,acct_0002109,2026-02-17,2026-02-18,FPF,713.56,300.13,413.43,82.16,1,5,Fraud Investigation - Awaiting Customer Response,Victim in Argentina reported a SIM swap; $900 in unauthorized transactions executed before account recovery.,Net
case_0001208,txn_00039857,acct_0001082,2026-03-30,2026-04-04,LST,177.3,3.54,173.76,43.96,2,2,Fraud Review Completed - No Action Needed,"SIM swap incident in Sweden; $1,500 transferred to a fraudulent account after successful takeover.",Gross
case_0001209,txn_00039868,acct_0003433,2026-01-20,2026-01-27,FPF,274,118.46,155.54,63.93,2,5,Fraud Review Completed - No Action Needed,"Account takeover in Colorado; $2,000 spent on airline tickets after hackers gained access through social media.",Recovered
case_0001210,txn_00039933,acct_0000238,2026-03-13,2026-03-22,LST,335.21,134.57,200.64,135.6,0,6,Fraud Alert - Transaction Declined,"Analyzed a $2,800 luxury hotel booking in Las Vegas, suggesting possible friendly fraud due to conflicting cardholder statements.",Net
case_0001211,txn_00039975,acct_0003968,2026-01-21,2026-01-26,LST,1135.15,400.74,734.41,369.11,3,3,Fraud Confirmed - No Chargeback Filed,A fraudulent $900 transaction at a Miami retail outlet was traced back to a skimming device found on the ATM used by several victims.,Recovered
case_0001212,txn_00039997,acct_0004524,2026-01-21,2026-02-02,LST,54.1,17.29,36.81,39.17,1,5,Fraud Confirmed - No Chargeback Filed,"A stolen card was used for a $350 purchase at a hotel in Dubai, reported by a cardholder returning from an overseas trip.",Gross
case_0001213,txn_00040011,acct_0002848,2026-03-13,2026-03-21,BUS,132.15,70.66,61.49,77.22,2,8,Confirmed Fraud - Refund Process Initiated,"Investigated a $4,000 fraudulent investment in an online platform based in the Philippines, tied to first-party fraud by the cardholder.",Recovered
case_0001214,txn_00040076,acct_0001361,2026-02-17,2026-03-02,CNP,12.61,3.18,9.43,1.28,0,2,Fraud Alert - Transaction Declined,Detected a $600 skimming incident at a hotel in Las Vegas; several guests reported unauthorized transactions on their accounts.,Net
case_0001215,txn_00040254,acct_0002087,2026-02-20,2026-03-07,ATO,130.48,57.53,72.95,95.91,0,7,Fraud Case Resolved - Account Restored,"Identified unauthorized $80 e-commerce transaction for clothing in Canada, originating from a card linked to a known fraud ring in the U.S.",Gross
case_0001216,txn_00040273,acct_0003188,2026-02-20,2026-02-21,BUS,604.82,23.5,581.32,136.56,1,5,Confirmed Fraud - Chargeback Filed,"Found $150 charge for digital downloads on a site in Italy, originating from a stolen card in the U.S., indicating possible identity theft.",Recovered
case_0001217,txn_00040364,acct_0002119,2026-01-19,2026-02-05,CTF,75.55,38.4,37.15,35.44,0,3,Fraud Alert - Transaction Declined,"Analyzed a $3,200 transaction at a luxury goods store in New York, indicating a possible friendly fraud attempt by the cardholder.",Gross
case_0001218,txn_00040376,acct_0004691,2026-02-26,2026-03-09,ATO,64.81,33.15,31.66,44.2,0,2,Fraudulent Transaction - Account Closed,"Account takeover reported in California; unauthorized purchase of $2,500 made online using stolen credentials from a phishing attack.",Recovered
case_0001219,txn_00040394,acct_0002621,2026-02-20,2026-03-12,ATO,137.97,75.25,62.72,95.81,0,11,Fraud Review Completed - No Action Needed,SIM swap case in Ireland; $900 lost from banking account before the victim could react.,Net
case_0001220,txn_00040435,acct_0000698,2026-03-20,2026-04-04,ATO,315.42,2.12,313.3,84.59,1,5,Fraud Confirmed - No Chargeback Filed,"Case in Portugal; account takeover allowed scammers to purchase $3,000 worth of luxury watches online.",Gross
case_0001221,txn_00040440,acct_0002414,2026-01-05,2026-01-14,LST,43.28,14.03,29.25,7.44,3,2,Confirmed Fraud - Chargeback Filed,"Opened investigation for $300 online purchase of jewelry from a retailer in Dubai, linked to a card reported lost in Australia.",Gross
case_0001222,txn_00040441,acct_0001607,2026-03-06,2026-03-09,FPF,109.05,12.23,96.82,60.33,2,6,Fraud Investigation - Awaiting Customer Response,"Account takeover in Texas; $1,100 stolen through unauthorized access to mobile banking app.",Gross
case_0001223,txn_00040467,acct_0001971,2026-01-20,2026-02-07,ATO,190.36,77.19,113.17,18.47,1,10,Fraudulent Activity - Account Suspended,"Fraud detected in Brazil; account takeover led to $2,200 in unauthorized purchases at local electronics stores.",Gross
case_0001224,txn_00040473,acct_0000377,2026-02-19,2026-03-07,FPF,70.91,7.72,63.19,29.59,3,3,Fraud Alert - Transaction Declined,"Found unauthorized $450 purchase of luxury handbags from a site in France, linked to a card involved in multiple overseas transactions.",Net
case_0001225,txn_00040583,acct_0004642,2026-01-19,2026-01-27,CNP,313.01,161.32,151.69,35.3,2,3,Fraud Case Resolved - Account Restored,"Flagged fraudulent $75 subscription renewal on a streaming service in Australia, traced back to a card used in a recent data breach.",Gross
case_0001226,txn_00040651,acct_0001467,2026-03-13,2026-03-20,CTF,44.37,11.6,32.77,1.65,2,11,Fraud Suspected - Investigation Ongoing,"Investigator reported a $3,700 transaction in Sydney, linked to counterfeit cards used at multiple locations across Australia.",Recovered
case_0001227,txn_00040711,acct_0001429,2026-03-23,2026-04-12,CNP,133.33,24.95,108.38,62.57,0,2,Fraud Suspected - Investigation Ongoing,"Investigation opened for a $200 e-commerce transaction for luxury goods from a site in Italy, originating from a stolen card in Canada.",Recovered
case_0001228,txn_00040854,acct_0000465,2026-02-14,2026-03-06,LST,597.06,223.58,373.48,366.72,1,11,Fraud Investigation - Awaiting Customer Response,A $650 transaction flagged as suspicious in Chicago; found to be linked to a skimming device installed on an ATM.,Recovered
case_0001229,txn_00040867,acct_0002692,2026-03-31,2026-04-19,FPF,279.58,149.97,129.61,226.3,1,3,Fraudulent Activity - Account Suspended,"A $2,800 overseas charge from a counterfeit card in Dubai prompted an investigation into a local skimming operation.",Gross
case_0001230,txn_00040882,acct_0000008,2026-02-18,2026-03-06,FPF,71.99,27.78,44.21,35.01,2,3,Fraudulent Activity - Account Suspended,A $200 charge at a mall in California was linked to a stolen card reported by a customer who lost it while traveling abroad.,Recovered
case_0001231,txn_00040975,acct_0000211,2026-02-06,2026-02-15,BUS,54.47,9.3,45.17,0.02,0,11,Potential Fraud - Customer Contacted,"Fraud detected in Brazil; account takeover led to $2,200 in unauthorized purchases at local electronics stores.",Gross
case_0001232,txn_00041001,acct_0004717,2026-03-24,2026-04-06,FPF,284.5,90.95,193.55,250.71,1,10,Confirmed Fraud - Chargeback Filed,"Identified unauthorized $80 e-commerce transaction for clothing in Canada, originating from a card linked to a known fraud ring in the U.S.",Recovered
case_0001233,txn_00041037,acct_0000150,2026-03-13,2026-03-29,CNP,161.3,75.34,85.96,126.22,3,11,Fraud Investigation - Awaiting Customer Response,"Reported $400 purchase of electronics from a U.S. retailer, traced to an overseas IP address in Nigeria, indicating potential carding activity.",Recovered
case_0001234,txn_00041076,acct_0003191,2026-03-31,2026-04-10,FPF,39.98,8.72,31.26,27.17,2,5,Fraud Investigation - Awaiting Customer Response,"A cardholder in Italy found a $600 unauthorized charge at a local restaurant in New York, connected to a card reported lost while traveling.",Recovered
case_0001235,txn_00041079,acct_0000748,2026-02-19,2026-02-25,ATO,210.88,119.75,91.13,86.96,2,1,Fraud Review Completed - No Action Needed,"Reviewed a $2,000 transaction for high-end fashion in the UK, suspected to be part of a first-party fraud pattern.",Gross
case_0001236,txn_00041157,acct_0002080,2026-03-25,2026-04-08,BUS,151.38,12.68,138.7,30.4,3,8,Fraud Case Resolved - Account Restored,"Investigator reported a $3,700 transaction in Sydney, linked to counterfeit cards used at multiple locations across Australia.",Net
case_0001237,txn_00041202,acct_0000772,2026-01-21,2026-01-29,ATO,448.79,54.19,394.6,33.91,0,5,Suspicious Activity - Temporary Hold Placed,"Identified suspicious $300 charge for fashion items on a UK website, linked to multiple accounts registered with the same email in the U.S.",Recovered
case_0001238,txn_00041295,acct_0000750,2026-02-27,2026-03-08,FPF,187.93,39.64,148.29,136.7,1,7,Fraud Review Completed - No Action Needed,"A customer in Brazil flagged a $400 charge at a local supermarket as fraudulent, linked to a lost card reported during their travels.",Recovered
case_0001239,txn_00041353,acct_0000945,2026-01-20,2026-01-23,FPF,281.47,6.49,274.98,69.66,2,10,Potential Fraud - Customer Contacted,A cardholder in Arizona discovered a $300 transaction at a local gym linked to a stolen card reported after losing it during a night out.,Net
case_0001240,txn_00041364,acct_0001147,2026-03-26,2026-04-08,FPF,384.78,169.49,215.29,242.68,2,11,Confirmed Fraud - Refund Process Initiated,"The investigation revealed a lost card was used in a $400 online transaction from a UK website, flagged by the customer in New York.",Recovered
case_0001241,txn_00041425,acct_0004322,2026-03-09,2026-03-26,CNP,112.34,55.26,57.08,91,1,2,Fraud Review Completed - No Action Needed,"A stolen card was used for a $450 purchase at a hotel in Dubai, reported lost by a cardholder from New York shortly before the charge.",Net
case_0001242,txn_00041444,acct_0004786,2026-02-19,2026-03-05,CTF,248.38,17.22,231.16,115.18,3,3,Fraud Investigation - Awaiting Customer Response,"Fraudulent SIM swap reported in Thailand; $1,600 transferred to an unknown account within minutes.",Gross
case_0001243,txn_00041515,acct_0001719,2026-03-20,2026-03-28,CTF,85.84,47.01,38.83,14.91,0,1,Fraudulent Transaction - Account Closed,"Uncovered $60 unauthorized online transaction for gaming credits in Japan, associated with a cardholder's account breached in a phishing scam.",Gross
case_0001244,txn_00041536,acct_0002701,2026-01-20,2026-02-02,CNP,176.52,40.4,136.12,128.9,0,7,Confirmed Fraud - Chargeback Filed,"Flagged $90 subscription service fee for an app in Sweden, traced to a compromised card reported during a recent phishing attack.",Recovered
case_0001245,txn_00041562,acct_0002772,2026-03-13,2026-04-01,LST,675.23,389.97,285.26,183.03,1,4,Fraudulent Activity - Account Suspended,"Analyzed a $2,800 luxury hotel booking in Las Vegas, suggesting possible friendly fraud due to conflicting cardholder statements.",Net
case_0001246,txn_00041573,acct_0000189,2026-03-25,2026-04-04,FPF,98.65,14.87,83.78,84.1,1,7,Fraud Investigation - Awaiting Customer Response,"A customer in Texas reported a $500 charge at an online marketplace as fraudulent, related to a card lost during an overseas trip.",Net
case_0001247,txn_00041589,acct_0001693,2026-02-14,2026-03-03,CNP,268.65,27.78,240.87,53.61,2,11,Fraud Confirmed - No Chargeback Filed,"Reviewed a $900 charge for concert tickets in Japan, suspected to be friendly fraud as the cardholder denied the transaction.",Net
case_0001248,txn_00041678,acct_0003843,2026-01-16,2026-01-30,CNP,24.92,10.57,14.35,10.95,1,1,Fraudulent Activity - Account Suspended,"The investigation revealed a stolen card was used for a $150 purchase at a bookstore in New York, reported lost by the owner in Florida.",Recovered
case_0001249,txn_00041706,acct_0000925,2026-01-11,2026-01-22,LST,712.53,21.1,691.43,136.67,1,9,Fraud Review Completed - No Action Needed,"Reported $400 purchase of electronics from a U.S. retailer, traced to an overseas IP address in Nigeria, indicating potential carding activity.",Recovered
case_0001250,txn_00041766,acct_0001547,2026-03-20,2026-04-03,LST,45.5,9.56,35.94,24.75,3,7,Confirmed Fraud - Chargeback Filed,"Identified a $3,200 purchase of electronics in Brazil, linked to a bust-out operation using compromised personal information.",Net
case_0001251,txn_00041791,acct_0004576,2026-01-19,2026-01-29,ATO,51.17,4.99,46.18,34.65,3,10,Fraud Confirmed - No Chargeback Filed,"Detected $400 purchase of furniture from an online retailer in France, linked to a cardholder’s account breached in an overseas hack.",Net
case_0001252,txn_00041815,acct_0003126,2026-02-17,2026-02-22,ATO,6.96,3.87,3.09,4.15,0,9,Fraud Review Completed - No Action Needed,"Found $90 fraudulent charge for hotel booking in Brazil, linked to a cardholder's information stolen during a public Wi-Fi session.",Recovered
case_0001253,txn_00041839,acct_0001721,2026-03-07,2026-03-25,CNP,670.6,125.29,545.31,242.22,0,2,Fraud Suspected - Investigation Ongoing,"Investigated $75 e-commerce transaction for pet supplies in Brazil, associated with a cardholder's information stolen via phishing.",Gross
